From	Entry	Reviewed	Entry Name	Protein names	Gene Names	GeneID	Ensembl	Gene Ontology (molecular function)	Gene Ontology (biological process)	Gene Ontology (cellular component)
Q969S3	Q969S3	reviewed	ZN622_HUMAN	Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9)	ZNF622 ZPR9	90441;	ENST00000308683.3;	preribosome binding [GO:1990275]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; positive regulation of apoptotic process [GO:0043065]; positive regulation of JNK cascade [GO:0046330]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; ribosomal large subunit biogenesis [GO:0042273]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]
Q8NCD9	Q969X6	reviewed	UTP4_HUMAN	U3 small nucleolar RNA-associated protein 4 homolog (Cirhin) (UTP4 small subunit processome component)	UTP4 CIRH1A cPERP-E KIAA1988	84916;	ENST00000314423.12 [Q969X6-1];ENST00000352319.8 [Q969X6-2];ENST00000563094.5 [Q969X6-3];ENST00000575702.3;	RNA binding [GO:0003723]	maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of DNA-templated transcription [GO:0006355]; ribosomal small subunit biogenesis [GO:0042274]	90S preribosome [GO:0030686]; chromosome [GO:0005694]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]
Q96B26	Q96B26	reviewed	EXOS8_HUMAN	Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9)	EXOSC8 OIP2 RRP43	11340;	ENST00000389704.4;	identical protein binding [GO:0042802]; mRNA 3'-UTR AU-rich region binding [GO:0035925]	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; fibrillar center [GO:0001650]; intracellular membrane-bounded organelle [GO:0043231]; nuclear exosome (RNase complex) [GO:0000176]; nucleolar exosome (RNase complex) [GO:0101019]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96BK5	Q96BK5	reviewed	PINX1_HUMAN	PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1)	PINX1 LPTL LPTS	54984;	ENST00000314787.8 [Q96BK5-1];ENST00000519088.5 [Q96BK5-2];ENST00000647329.2 [Q96BK5-1];ENST00000710827.1 [Q96BK5-2];	protein-containing complex binding [GO:0044877]; telomerase inhibitor activity [GO:0010521]; telomerase RNA binding [GO:0070034]	mitotic metaphase chromosome alignment [GO:0007080]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of telomeric DNA binding [GO:1904744]; protein localization to chromosome, telomeric region [GO:0070198]; protein localization to nucleolus [GO:1902570]; regulation of protein stability [GO:0031647]; regulation of telomerase activity [GO:0051972]; telomere maintenance via telomerase [GO:0007004]	chromosome, telomeric region [GO:0000781]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; nuclear chromosome [GO:0000228]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spindle [GO:0005819]
Q96SS3	Q96C01	reviewed	F136A_HUMAN	Protein FAM136A	FAM136A	84908;	ENST00000037869.8;			cytoplasm [GO:0005737]
Q96C57	Q96C57	reviewed	CSTOS_HUMAN	Protein CUSTOS	CUSTOS C12orf43	64897;	ENST00000288757.7;		negative regulation of Wnt signaling pathway [GO:0030178]; Spemann organizer formation [GO:0060061]; Wnt signaling pathway [GO:0016055]	nuclear envelope [GO:0005635]
Q96C61	Q96C61	unreviewed	Q96C61_HUMAN	FLNA protein				actin filament binding [GO:0051015]	actin cytoskeleton organization [GO:0030036]	
Q96D46	Q96D46	reviewed	NMD3_HUMAN	60S ribosomal export protein NMD3 (hNMD3)	NMD3 CGI-07	51068;	ENST00000351193.7;ENST00000460469.1;	protein-macromolecule adaptor activity [GO:0030674]; ribosomal large subunit binding [GO:0043023]; RNA binding [GO:0003723]	positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of RNA biosynthetic process [GO:1902680]; protein transport [GO:0015031]; ribosomal large subunit export from nucleus [GO:0000055]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96DB6	Q96DB6	unreviewed	Q96DB6_HUMAN	PDS5A protein	PDS5A					
Q96E11	Q96E11	reviewed	RRFM_HUMAN	Ribosome-recycling factor, mitochondrial (RRF) (mtRRF) (Ribosome-releasing factor, mitochondrial)	MRRF	92399;	ENST00000297908.7 [Q96E11-8];ENST00000344641.8 [Q96E11-1];ENST00000373723.9 [Q96E11-2];ENST00000373729.5 [Q96E11-3];ENST00000394315.3 [Q96E11-2];ENST00000467864.5 [Q96E11-4];ENST00000470366.5 [Q96E11-6];ENST00000489572.5 [Q96E11-6];	ribosomal large subunit binding [GO:0043023]	ribosome disassembly [GO:0032790]; translation [GO:0006412]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q96E39	Q96E39	reviewed	RMXL1_HUMAN	RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)	RBMXL1	494115;	ENST00000321792.5;ENST00000399794.6;ENST00000652648.1;	RNA binding [GO:0003723]	mRNA processing [GO:0006397]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; RNA splicing [GO:0008380]	spliceosomal complex [GO:0005681]
Q9BRF6	Q96EU6	reviewed	RRP36_HUMAN	Ribosomal RNA processing protein 36 homolog	RRP36 C6orf153 HSPC253	88745;	ENST00000244496.6 [Q96EU6-1];	RNA binding [GO:0003723]	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q96EY4	Q96EY4	reviewed	TMA16_HUMAN	Translation machinery-associated protein 16	TMA16 C4orf43	55319;	ENST00000358572.10;	preribosome binding [GO:1990275]	ribosomal large subunit biogenesis [GO:0042273]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q96FK6	Q96FK6	reviewed	WDR89_HUMAN	WD repeat-containing protein 89	WDR89 C14orf150 MSTP050	112840;	ENST00000267522.7;ENST00000394942.2;ENST00000620954.2;		corpus callosum development [GO:0022038]; ventricular system development [GO:0021591]	
Q96FQ6	Q96FQ6	reviewed	S10AG_HUMAN	Protein S100-A16 (Aging-associated gene 13 protein) (Protein S100-F) (S100 calcium-binding protein A16)	S100A16 S100F AAG13	140576;	ENST00000368703.6;ENST00000368704.5;ENST00000368705.2;ENST00000368706.9;	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	response to calcium ion [GO:0051592]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q96G21	Q96G21	reviewed	IMP4_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4) (Brix domain-containing protein 4)	IMP4 BXDC4	92856;	ENST00000259239.8;	rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]	maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	fibrillar center [GO:0001650]; Mpp10 complex [GO:0034457]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome [GO:0030684]; small-subunit processome [GO:0032040]
Q96GD4	Q96GD4	reviewed	AURKB_HUMAN	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	9212;	ENST00000316199.10 [Q96GD4-5];ENST00000534871.5 [Q96GD4-4];ENST00000578549.5 [Q96GD4-2];ENST00000585124.6 [Q96GD4-1];	ATP binding [GO:0005524]; kinase binding [GO:0019900]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]	abscission [GO:0009838]; attachment of spindle microtubules to kinetochore [GO:0008608]; cell cycle G2/M phase transition [GO:0044839]; cellular response to UV [GO:0034644]; cleavage furrow formation [GO:0036089]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; mitotic cytokinesis checkpoint signaling [GO:0044878]; mitotic spindle assembly [GO:0090307]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of cytokinesis [GO:0032466]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein binding [GO:0032091]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of cytokinesis [GO:0032467]; positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore [GO:1905116]; positive regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090267]; positive regulation of mitotic cytokinesis [GO:1903490]; positive regulation of mitotic sister chromatid segregation [GO:0062033]; positive regulation of mitotic sister chromatid separation [GO:1901970]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; post-translational protein modification [GO:0043687]; protein autophosphorylation [GO:0046777]; protein localization to kinetochore [GO:0034501]; protein phosphorylation [GO:0006468]; regulation of chromosome segregation [GO:0051983]; regulation of cytokinesis [GO:0032465]; regulation of signal transduction by p53 class mediator [GO:1901796]; spindle organization [GO:0007051]	chromocenter [GO:0010369]; chromosome passenger complex [GO:0032133]; condensed chromosome, centromeric region [GO:0000779]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole [GO:0097431]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]
Q96GQ7	Q96GQ7	reviewed	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)	DDX27 cPERP-F RHLP HSPC259 PP3241	55661;		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	rRNA processing [GO:0006364]	chromosome [GO:0005694]; nucleolus [GO:0005730]
Q96KR1	Q96KR1	reviewed	ZFR_HUMAN	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	ZFR	51663;	ENST00000265069.13;	DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]		chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8IW16	Q96MG7	reviewed	NSE3_HUMAN	Non-structural maintenance of chromosomes element 3 homolog (Non-SMC element 3 homolog) (Hepatocellular carcinoma-associated protein 4) (MAGE-G1 antigen) (Melanoma-associated antigen G1) (Necdin-like protein 2)	NSMCE3 HCA4 MAGEG1 NDNL2	56160;	ENST00000332303.6;ENST00000631973.1;	protein dimerization activity [GO:0046983]	cellular response to hydroxyurea [GO:0072711]; cellular response to radiation [GO:0071478]; cellular response to UV [GO:0034644]; chromatin looping [GO:0140588]; DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein ubiquitination [GO:0031398]; protein sumoylation [GO:0016925]; regulation of telomere maintenance [GO:0032204]	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]
Q96NC0	Q96NC0	reviewed	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2	153527;	ENST00000274712.8;	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	mRNA splicing, via spliceosome [GO:0000398]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
Q96P11	Q96P11	reviewed	NSUN5_HUMAN	28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)	NSUN5 NSUN5A WBSCR20 WBSCR20A	55695;	ENST00000252594.10 [Q96P11-1];ENST00000310326.8 [Q96P11-4];ENST00000428206.5 [Q96P11-5];ENST00000438747.7 [Q96P11-2];	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	cerebral cortex development [GO:0021987]; cognition [GO:0050890]; corpus callosum development [GO:0022038]; oligodendrocyte development [GO:0014003]; positive regulation of translation [GO:0045727]; regulation of myelination [GO:0031641]; rRNA base methylation [GO:0070475]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q96PK5	Q96PK6	reviewed	RBM14_HUMAN	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	100526737;10432;	ENST00000310137.5 [Q96PK6-1];ENST00000393979.3 [Q96PK6-2];ENST00000409738.4 [Q96PK6-4];	mRNA binding [GO:0003729]; nuclear receptor coactivator activity [GO:0030374]; RNA binding [GO:0003723]; splicing factor binding [GO:1990935]	activation of innate immune response [GO:0002218]; apoptotic process [GO:0006915]; centriole assembly [GO:0098534]; gastrulation [GO:0007369]; innate immune response [GO:0045087]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of centriole replication [GO:0046600]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of response to DNA integrity checkpoint signaling [GO:1902151]; response to hormone [GO:0009725]; transcription initiation-coupled chromatin remodeling [GO:0045815]	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; transcription regulator complex [GO:0005667]
Q8IY12	Q96SB4	reviewed	SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRPK1	6732;	ENST00000373825.7 [Q96SB4-2];ENST00000423325.6 [Q96SB4-4];	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]	chromosome segregation [GO:0007059]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of mRNA processing [GO:0050684]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; sperm DNA condensation [GO:0035092]; spliceosomal complex assembly [GO:0000245]	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9P1V2	Q96T60	reviewed	PNKP_HUMAN	Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]	PNKP	11284;	ENST00000322344.8 [Q96T60-1];ENST00000596014.5 [Q96T60-1];	ATP binding [GO:0005524]; ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; damaged DNA binding [GO:0003684]; double-stranded DNA binding [GO:0003690]; endonuclease activity [GO:0004519]; polynucleotide 3'-phosphatase activity [GO:0046403]; purine nucleotide binding [GO:0017076]	base-excision repair, gap-filling [GO:0006287]; DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; double-strand break repair via nonhomologous end joining [GO:0006303]; negative regulation of protein ADP-ribosylation [GO:0010836]; nucleotide-excision repair [GO:0006289]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; response to oxidative stress [GO:0006979]; response to radiation [GO:0009314]	membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
